"voter_name","affiliation","award","name","value","points","avgPoints","diff","diffSquared","ballot"
"Bucher, Ric","Sirius Radio","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Bucher, Ric","Sirius Radio","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Bucher, Ric","Sirius Radio","1st Team All-Defense","guard_2","Schroder, Dennis (LAL)",5,0.0606060606060606,4.93939393939394,24.3976124885216,"All-Defense"
"Burke, Doris","ESPN","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Burke, Doris","ESPN","1st Team All-Defense","forward_2","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Burke, Doris","ESPN","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Burke, Doris","ESPN","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Burke, Doris","ESPN","1st Team All-Defense","guard_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Charania, Shams","The Athletic/Stadium","1st Team All-Defense","forward","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Charania, Shams","The Athletic/Stadium","1st Team All-Defense","forward_2","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Charania, Shams","The Athletic/Stadium","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Charania, Shams","The Athletic/Stadium","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Charania, Shams","The Athletic/Stadium","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Chiang, Anthony","Miami Herald","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Chiang, Anthony","Miami Herald","1st Team All-Defense","forward_2","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Chiang, Anthony","Miami Herald","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Chiang, Anthony","Miami Herald","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Chiang, Anthony","Miami Herald","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Chinellato, Davide","La Gazzetta Dello Sport","1st Team All-Defense","forward","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Chinellato, Davide","La Gazzetta Dello Sport","1st Team All-Defense","forward_2","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Chinellato, Davide","La Gazzetta Dello Sport","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Chinellato, Davide","La Gazzetta Dello Sport","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Chinellato, Davide","La Gazzetta Dello Sport","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Codocea, Mauricio","Clarin (Argentina)","1st Team All-Defense","forward","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Codocea, Mauricio","Clarin (Argentina)","1st Team All-Defense","forward_2","Embiid, Joel (PHI)",5,2.50505050505051,2.49494949494949,6.22477298234874,"All-Defense"
"Codocea, Mauricio","Clarin (Argentina)","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Codocea, Mauricio","Clarin (Argentina)","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Codocea, Mauricio","Clarin (Argentina)","1st Team All-Defense","guard_2","Paul, Chris (PHX)",5,0.353535353535354,4.64646464646465,21.5896337108458,"All-Defense"
"Collier, Jamal","Chicago Tribune","1st Team All-Defense","forward","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Collier, Jamal","Chicago Tribune","1st Team All-Defense","forward_2","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Collier, Jamal","Chicago Tribune","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Collier, Jamal","Chicago Tribune","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Collier, Jamal","Chicago Tribune","1st Team All-Defense","guard_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Daimiel, Antoni","Movistar+","1st Team All-Defense","forward","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Daimiel, Antoni","Movistar+","1st Team All-Defense","forward_2","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Daimiel, Antoni","Movistar+","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Daimiel, Antoni","Movistar+","1st Team All-Defense","guard","Bridges, Mikal (PHX)",5,1.09090909090909,3.90909090909091,15.2809917355372,"All-Defense"
"Daimiel, Antoni","Movistar+","1st Team All-Defense","guard_2","Caldwell-Pope, Kentavious (LAL)",5,0.0606060606060606,4.93939393939394,24.3976124885216,"All-Defense"
"Devine, Dan","The Ringer","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Devine, Dan","The Ringer","1st Team All-Defense","forward_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Devine, Dan","The Ringer","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Devine, Dan","The Ringer","1st Team All-Defense","guard","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Devine, Dan","The Ringer","1st Team All-Defense","guard_2","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Fedor, Chris","Cleveland.com","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Fedor, Chris","Cleveland.com","1st Team All-Defense","forward_2","Turner, Myles (IND)",5,0.626262626262626,4.37373737373737,19.1295786144271,"All-Defense"
"Fedor, Chris","Cleveland.com","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Fedor, Chris","Cleveland.com","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Fedor, Chris","Cleveland.com","1st Team All-Defense","guard_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Freeman, Joe","The Oregonian","1st Team All-Defense","forward","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Freeman, Joe","The Oregonian","1st Team All-Defense","forward_2","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Freeman, Joe","The Oregonian","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Freeman, Joe","The Oregonian","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Freeman, Joe","The Oregonian","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Goodwill, Vince","Yahoo! Sports","1st Team All-Defense","forward","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Goodwill, Vince","Yahoo! Sports","1st Team All-Defense","forward_2","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Goodwill, Vince","Yahoo! Sports","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Goodwill, Vince","Yahoo! Sports","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Goodwill, Vince","Yahoo! Sports","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Goon, Kyle","Southern California News Group","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Goon, Kyle","Southern California News Group","1st Team All-Defense","forward_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Goon, Kyle","Southern California News Group","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Goon, Kyle","Southern California News Group","1st Team All-Defense","guard","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Goon, Kyle","Southern California News Group","1st Team All-Defense","guard_2","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Grange, Michael","Rogers Sportsnet","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Grange, Michael","Rogers Sportsnet","1st Team All-Defense","forward_2","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Grange, Michael","Rogers Sportsnet","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Grange, Michael","Rogers Sportsnet","1st Team All-Defense","guard","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Grange, Michael","Rogers Sportsnet","1st Team All-Defense","guard_2","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Greenberg, Jared","Turner","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Greenberg, Jared","Turner","1st Team All-Defense","forward_2","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Greenberg, Jared","Turner","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Greenberg, Jared","Turner","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Greenberg, Jared","Turner","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Harlan, Kevin","Turner","1st Team All-Defense","forward","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Harlan, Kevin","Turner","1st Team All-Defense","forward_2","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Harlan, Kevin","Turner","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Harlan, Kevin","Turner","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Harlan, Kevin","Turner","1st Team All-Defense","guard_2","Bridges, Mikal (PHX)",5,1.09090909090909,3.90909090909091,15.2809917355372,"All-Defense"
"Harper, Zach","The Athletic","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Harper, Zach","The Athletic","1st Team All-Defense","forward_2","Leonard, Kawhi (LAC)",5,1.17171717171717,3.82828282828283,14.6557494133252,"All-Defense"
"Harper, Zach","The Athletic","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Harper, Zach","The Athletic","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Harper, Zach","The Athletic","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Haupt, Max","DPA","1st Team All-Defense","forward","Embiid, Joel (PHI)",5,2.50505050505051,2.49494949494949,6.22477298234874,"All-Defense"
"Haupt, Max","DPA","1st Team All-Defense","forward_2","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Haupt, Max","DPA","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Haupt, Max","DPA","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Haupt, Max","DPA","1st Team All-Defense","guard_2","Smart, Marcus (BOS)",5,0.606060606060606,4.39393939393939,19.3067033976125,"All-Defense"
"Haynes, Chris","Yahoo! Sports","1st Team All-Defense","forward","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Haynes, Chris","Yahoo! Sports","1st Team All-Defense","forward_2","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Haynes, Chris","Yahoo! Sports","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Haynes, Chris","Yahoo! Sports","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Haynes, Chris","Yahoo! Sports","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Helin, Kurt","NBCSports.com","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Helin, Kurt","NBCSports.com","1st Team All-Defense","forward_2","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Helin, Kurt","NBCSports.com","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Helin, Kurt","NBCSports.com","1st Team All-Defense","guard","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Helin, Kurt","NBCSports.com","1st Team All-Defense","guard_2","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Himmelsbach, Adam","Boston Globe","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Himmelsbach, Adam","Boston Globe","1st Team All-Defense","forward_2","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Himmelsbach, Adam","Boston Globe","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Himmelsbach, Adam","Boston Globe","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Himmelsbach, Adam","Boston Globe","1st Team All-Defense","guard_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Hsu, Lisa","Tencent","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Hsu, Lisa","Tencent","1st Team All-Defense","forward_2","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Hsu, Lisa","Tencent","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Hsu, Lisa","Tencent","1st Team All-Defense","guard","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Hsu, Lisa","Tencent","1st Team All-Defense","guard_2","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Hubbarth, Cassidy","ESPN","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Hubbarth, Cassidy","ESPN","1st Team All-Defense","forward_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Hubbarth, Cassidy","ESPN","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Hubbarth, Cassidy","ESPN","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Hubbarth, Cassidy","ESPN","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Iko, Kelly","The Athletic","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
"Iko, Kelly","The Athletic","1st Team All-Defense","forward_2","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Iko, Kelly","The Athletic","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Iko, Kelly","The Athletic","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Iko, Kelly","The Athletic","1st Team All-Defense","guard_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Isola, Frank","Sirius Radio","1st Team All-Defense","forward","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Isola, Frank","Sirius Radio","1st Team All-Defense","forward_2","Butler, Jimmy (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Isola, Frank","Sirius Radio","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Isola, Frank","Sirius Radio","1st Team All-Defense","guard","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Isola, Frank","Sirius Radio","1st Team All-Defense","guard_2","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Jackson, Mark","ESPN","1st Team All-Defense","forward","Antetokounmpo, Giannis (MIL)",5,3.60606060606061,1.39393939393939,1.94306703397613,"All-Defense"
"Jackson, Mark","ESPN","1st Team All-Defense","forward_2","Embiid, Joel (PHI)",5,2.50505050505051,2.49494949494949,6.22477298234874,"All-Defense"
"Jackson, Mark","ESPN","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Jackson, Mark","ESPN","1st Team All-Defense","guard","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Jackson, Mark","ESPN","1st Team All-Defense","guard_2","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Johnson, Ernie","Turner","1st Team All-Defense","forward","Bridges, Mikal (PHX)",5,1.09090909090909,3.90909090909091,15.2809917355372,"All-Defense"
"Johnson, Ernie","Turner","1st Team All-Defense","forward_2","Adebayo, Bam (MIA)",5,2.93939393939394,2.06060606060606,4.24609733700643,"All-Defense"
"Johnson, Ernie","Turner","1st Team All-Defense","center","Gobert, Rudy (UTA)",5,5,0,0,"All-Defense"
"Johnson, Ernie","Turner","1st Team All-Defense","guard","Holiday, Jrue (MIL)",5,4.05050505050505,0.94949494949495,0.901540659116417,"All-Defense"
"Johnson, Ernie","Turner","1st Team All-Defense","guard_2","Simmons, Ben (PHI)",5,5,0,0,"All-Defense"
"Jones, Jason","The Athletic","1st Team All-Defense","forward","Green, Draymond (GSW)",5,4.47474747474747,0.525252525252525,0.275890215284154,"All-Defense"
